,0,1
14734,장비에도 이상이 없어야 되는데...,9
14735,아니 지금 사람 보다 기계가 더 신경 쓰인다는 거예요?,0
14736,내 말은... 탐험 기록을 찍어 놓은 거나 위성 노트북 같은 게 다 없어지면 우리 전부 빚더미에 않을 수도 있다는 얘기에요... 알잖아. 스폰 받기가 얼마나 힘든지...,9
14737,그럼 지난번 남극 탐험 후엔 누가 빚쟁이가 됐죠?,0
14738,저기라고요?,2
14739,그래요... 지금 보이는 데가 아까 출발점이에요 길을 잃고 엉뚱한 방향으로 간 거야,9
14740,애초부터... 환자를 데리고 그렇게 출발하는 게 아니었어,0
14741,그건 모두 동의한 결정이야.,9
14742,결정을 누가 했는데?  동의? 명령에 동의 같은 게 어디 있어요? !,0
14743,괜찮으시겠죠?  선배 가족을 봐서라도...,1
14744,우리 같은 놈들은 말이야... 같이 탐험에 참가하는 대원들이 가족이야...,9
14745,대장님은 가족사진 같은 거 안 가져오셨어요... ?,9
14746,가족사진... 많이 찍었잖아... ?,9
14747,네.. ?,2
14748,나는 너희들을 다 내 새끼 가족이라고 생각해... 넌 아들 같고,1
14749,지난번 탐험 때도 이런 거죠?  대장이 일방적으로 끌고 가다 모두 나자빠지니까 결국에 포기한 거 아니냐고요? 그래서 대장은 빚더미에 오르고 대원들 뿔뿔이 흩어지고 그 얼마 후엔... 아들까지...,0
14750,그건 지금 상황하고 상관없는 얘기잖아... 그런 거 다 알면서 뭐 하러 지원했어?  !,0
14751,그러는 부대장님은 다시 왜 왔는데요... ?,0
14752,난 그냥 남극에 다시 오고 싶었을 뿐이야. 그 좁은 땅에서 부대끼면서 지지고 볶는 게 싫어서 사람들이 안 사는 곳에 뿐이라고... 여긴... 인간이 망가트리지 않은 지구의 유일한 땅이잖아.,1
14753,그럼 혼자 무인도나 가지 그랬어요... ?,0
14754,포기는... 안돼... !,9
14755,아니 그럼 어떡하란 말입니까!  무선도 안 되고 날씨까지 좋은데 한 팀으로 이럴 수는 없잖습니까! !,9
14756,그래서 더 안 된다는 거야.,9
14757,예.. ?,2
14758,여긴 너네 동네 뒷산이 아니야. 우리가 조난자를 찾기 위해 아무것도 안 한 게 아니잖아?  지금 무리하게 코스를 틀어서 구조 요청을 하는 거... 그래서 이 탐험을 포기해 버리는 건 조난자도 원치 않을 거다.,9
14759,대장님 지금 조난자는 어딘지도 모르는 남극 한복판에서 죽어가고 있다고요!  !,0
14760,네가 그렇게 조난자를 위한다면 아까 왜 나서지 않았지?  훨씬 경험이 많은 체크하면서 왔다면 이런 일도 없었을 거 아냐?,0
14761,당신이 사람이야?  ! 지금 어떻게 그 노랫소리가 나와! ? 어?,0
14762,그만해. 더 이상 경거망동하지 말라고.,9
14763,그래... 그럼 이 상황에서 휘파람이나 불어대는 거 그거야말로 경거망동 아냐?  ! 탐험 가구 나발이고 사람부터 돼야 될 아냐!,0
14764,당신처럼 개기기만 한다고 다 사람이고 탐험가야?  ! 초보자 티 내지 마.,0
14765,이런 재수 없는 자식!  !,0
14766,입에... 거품이...,9
14767,뭐?  이런... 야 내 옷에 묻었어?,0
14768,예. 조금....,9
14769,아 이 자식 때문에 정말 미치겠네. 자기 배가 편의점이야?  왜 걸핏하면 칫솔을 삼키고 난리야?,0
14770,면도기,9
14771,그게 그거지. 빨리 열기나 해. 힘들어 죽겠어.,9
14772,충성!,9
14773,뭐 하는 놈인데 여기서 얼쩡거리는 거야?,9
14774,예에... 아무도 없어서...,9
14775,다들 공장에 갔으니까 아무도 없지. 근데 넌 왜 여기 있냐고?,9
14776,교위님 찾으러 왔습니다. 안... 계십니까?,9
14777,내가 교위에야.,9
14778,충성!  오늘 처음 발령받아 왔습니다.,9
14779,그래 진작 말을 그렇게 하지.,9
14780,죄송합니다.,9
14781,괜찮아. 편히 쉬어. 편히. 내가 지금 기분이 아주 좋아.,9
14782,아야야. 살살 발라. 그 어차피 사형 받은 놈인데.. 그냥 사람들한테 던져 줘버리지 우리한테 보내고 난리야.,9
14783,근데 직접 보니까... 정말 살벌하더라. 눈에서... 레이저 나와. 레이저.,9
14784,레이저는.... 살살 발라라니까...,9
14785,근데 어느 사동으로 갈까?,9
14786,그놈 갈 곳이 어디겠냐?  뻔하지.,9
14787,예쁘지?,8
14788,또 선 봤어요?,9
14789,이번에 느낌이 좋다.,8
14790,언제는 안 좋았나.... 연락 왔어요 다시 만나자고?,9
14791,그러니까 전화기 들고 있잖아. 자식이 재수 없게.,0
14792,야 물이 왜 이리 많아.,9
14793,선에 딱 맞췄는데요.,9
14794,라면은 좀 짭짤해야 된다고 몇 번을 말해야 알아들어. 이 무식한 녀석들아.,9
14795,그렇게 똑똑한 분이 왜 여태 혼자래?  여자 하나 없이...,9
14796,뭐야 인마?,0
14797,탄원서를 냈어요. 사형... 하지 말아 달라고.,9
14798,쉽게 사네.,9
14799,.... 쉽게 결정한 거.. 아니에요.,9
14800,어이 아줌마. 네 동생을 난도질한 날... 용서한다고?  헛소리하네. 내가 너희들 같은 인간들 모를 줄 알아? 용서하네 어쩌네 주접떨고 싶은 거잖아. 그냥 칼 들고 날 쑤셔. 그게 진짜 맘이잖아. 내말 틀렸어?,0
14801,뭐 하는 거야?  아무것도 모르는 신입 붙잡고.. 쪽팔리게...,9
14802,영감 미쳤어?  빨리 비켜.,0
14803,그 애 놔줘. 봐 우리라잖아.,9
14804,개소리 마. 더 가까이 오면 다 죽어.,0
14805,괜찮으십니까?,9
14806,네 눈엔 괜찮아 보이냐?,9
14807,킥킥,9
14808,인마 왜 웃어?,9
14809,얼굴에 그게...,9
14810,어린놈의 자식이.... 싹수없이. 저런 놈이 나중에 사고 치고 교도소 들랑날랑 거린다니까.,0
14811,야 무슨 말을 그렇게 해?  네가 쟤 어떻게 안다고.,2
14812,척 보면 알지. 저런 놈들 내 손에 걸리면 가만 안 둔다.,9
14813,너 좀 이상하다. 사람이 변한 것 같아.,9
14814,그게 아니지.. 사람 보는 눈이 생긴 거지. 어떻게 다뤄야 할지도 알고...,9
14815,갑자기 왜?,2
14816,딴 뜻있겠어요. 요즘 언론에서 하도 떠들어 대고 국민들도 불안해하니 정부도 뭔가 조치를 취해야겠고 또 부족한 수형시설도 문제고 무엇보다... 많이 늘었잖아요.,9
14817,그래 그렇지.... 생각해보니 10년 만이네.,9
14818,12년이죠. 너무 안 해서 다 잊으신 건 아니겠죠?,9
14819,그럼.. 걱정 마.. 문제없어.,9
14820,이리 와서 고구마 먹어. 내가 집에서 삶아 온 거야.,9
14821,마침 잘 오셨네요. 안 그래도 찾았는데...,9
14822,엉?,9
14823,법무부에서 공문이 내려왔습니다.,9
14824,무슨?,2
14825,생각할 시간 달라더니.. 생각 많이 했어?,9
14826,그게 말이야.. 내가 생각해봤는데...,9
14827,이왕 이렇게 된 거 공무원 시험이고 나발이고 다 때려치우고 결혼할까?  애도 낳고. 왜 싫어?,9
14828,그게 아니고.. 나 취직한지 얼마 되지도 않았고.. 너 지금까지 시험 준비한 것도 아깝잖아. 열심히 했는데...,9
14829,야 농담이야. 나도 싫어 아줌마 되는 거. 게다가 널 어떻게 믿고. .... 병원엔 같이 가 줄 거지?,1
14830,아니. 조금만 더 생각해보자. 아니 나한테 생각할 시간을 좀 만 줘.,9
14831,알았어.,9
14832,왜 그래?  잠깐만.,9
14833,근데 그 시간이 좀 짧았으면 좋겠다.,1
14834,무섭냐?,9
14835,네?  아니... 그 문제 아니에요.,9
14836,그것들은 사람이 아니야.,9
14837,아니라니까요.,9
14838,그냥 낳아. 뭐가 문젠데?,9
14839,저도 그러고 싶지만... 솔직히 지금 처지가...,1
14840,나 봐봐. 내일모레 마흔이다. 근데 나한테 뭐가 있냐?  밤에 혼자 자다 보면.... 후 요즘 냉장고는 소리도 안 나. 모터 소리라도 나야 덜 외롭지. 좋잖아 인마. 마누라 있고 애들 북적북적 거리면....,1
14841,...이번엔 못 낳지만 다음엔 꼭 낳을 거예요. 지금은 준비도 안 됐고...,1
14842,이 나쁜 놈아. 살아 있잖아. 있는 걸 어떻게 죽이냐?,0
14843,취침 시간 지났어요.,9
14844,죄.... 죄송합니다.,2
14845,아니 하던 거마저 하세요.,9
14846,고맙습니다.,9
14847,뭐 만드세요?,9
14848,크리스마스 선물 좀 하려고요. 헤헤헤...,9
14849,손은 괜찮으세요?,9
14850,에이 뭐 이런 거 갖고.. 괜찮아요.,9
14851,시골에 작은 주택 같은 거 나온 있냐?  안 비싼 거로.,9
14852,돈 좀 모아놨는가 보지. 시골이라고 싼 거 아이다. 어디 보자. 특별히 꼭꼭 숨겨놓은 진짜배기 보여줄게. 커피 마실래?  내 잘 탄다.,9
14853,제수씨하고 애들은 잘 있지?,9
14854,애들이 어딨냐?  벌써 다 컸지. 지난달에 우리 큰 딸 결혼했다.,9
14855,와 축하한다. 근데.... 왜 연락 안 했어?,2
14856,연락은 무슨!  바쁜 거 다 아는데...,9
14857,그땐 왜 그리 많이 죽였지?  은행 털었다고 죽이고..,1
14858,네 뭐 때문에 왔냐?  그딴 말 왜 하는데?,0
14859,미안하다. 내가 술이 많이 취했네.,1
14860,네 교회 안 나가 제?  내 요즘 나간다. 새벽 기도도 가고 수요예배 주일예배 다 간다. 사람들이 나보고 인상 좋단다. 사람 좋단다... 봐라. 네가 봐도 좋아 보이나?,1
14861,야,1
14862,나 요즘도 이맘때면 수면제 없인 못 잔다. 앞으로 찾아오지 마라.,1
14863,지금 그게 무슨 말입니까?  못 한다니요.,0
14864,아무튼 이번엔 못하겠습니다.,1
14865,당장 사형집행인데.. 그런 무책임한 말이 어디 있습니까?  우리 교도소에서 사형 집행해본 분이 교위님 밖에 없는 걸 뻔히 아시면서... 아니 막말로 그럼 내가 해요? 아님 소장님 시킬까요?,0
14866,후,9
14867,못 들은 걸로 하겠습니다. 나가 일 보세요.,9
14868,근데.. 목이 부러져서 죽는 거야.. 질식해서 거야?,9
14869,궁금하면 네가 직접 해 보든지..,9
14870,궁금한 놈이 해야지. 인마.,9
14871,안 돼. 무조건 여기서 해!,0
14872,아 안된다니까요. 여기 두면 죽어요.,9
14873,그러니까 당신보고 치료하라 하잖아. 내가 저놈 완전하게 살려놓으래?  내일 사형장에만 갈 수 있게 해놓으면 된다고 했잖아.,0
14874,저 꼴로 어떻게 사형을 해요?,9
14875,안 하면?  저놈이 내일 주인공이야. 다 저놈 죽이려고 하는 건데 빠지면 말이 돼? !,0
14876,과장님!,9
14877,내 앞에서 히포크라테스 선서 이딴 말 하지 마. 무조건!  무슨 수를 써서라도 사형장에만 들어갈 수 있게 해놔.,9
14878,어이... 멋대로 살려내지 말라고. 아프잖아.,9
14879,가만있어. 하나 더 채우기 전에.,9
14880,죽다 살아난 기분은 한 번이면 족해. 야 침대라도 올려줘. 몇 시간 남았냐?,9
14881,뭐?,2
14882,나 내일 죽는다며?  네가 하냐? 많이 해봤어? 뭐야 처음이야?,9
14883,처음이 힘들지. 자꾸 하다 보면 감각이 없어져. 사람을 죽였는지.... 벌레를 뭉갰는지.. 너도 그렇게 될 거야. 내일만 지나면..,9
14884,조용히 해. 지금 죽고 싶지 않으면.,0
14885,아 아이스크림 먹고 싶다. 하나 사다 줄래?,9
14886,마지막 밤이다. 조용히 보내자.,9
14887,그러니까... 마지막이니까!,9
14888,같이 좀 들어요.,9
14889,너나 실컷 먹어.,9
14890,뭔 일 있어요?  이 밤에 이런 걸 가져오고.. 나야 좋지만.. 저.. 혹시 전근 가세요?,9
14891,헛소리 말고.. 그거 남기지 말고 다 먹고.. 배 터지게 입 다물고.. 그냥 먹어.,9
14892,아 미치겠네. 더럽게 시간 안 가네. 후딱 가서 빨리 끝나면 좋겠구먼.,9
14893,내일 순서는 어떻게 한 대?,9
14894,몰라. 아무나 먼저 하면 어때.,9
14895,내가 생각해봤는데... 아무래도 나이순으로 하는 게 좋을 것 같아.,1
14896,뭔 소리야 그게?,9
14897,그러니까 내 말은 나이가 작은 사람을 나중에 하자 이 말이지. 그래야 조금이라도 더 살 수 있고 공평하잖아.,1
14898,그게 몇 분 차이 난다고...,9
14899,그래도....,9
14900,으 차거...,9
14901,청승맞게 비가 오냐!,9
14902,일단 경찰서로 가실 거죠?,9
14903,거기 말고 딴 데 갈 있어?,9
14904,다시 한번 묻겠습니다. 공범들 지금 어디 있습니까?,9
14905,그러게... 나도 그게 궁금하다니까!,0
14906,같은 비행기에 탄 걸로 되어 있는데도 이럴 겁니까?,9
14907,여긴 밥도 안 주나?  밥? 뭐라도 먹여가면서 해야 할 거 아냐? !,0
14908,국밥 한 그릇 하고 다시 합시다.,9
14909,국밥?  ? 핫 참나... 여긴 올 때마다 국밥이냐? 그놈의 국밥 국밥! ! 먹기 싫어서라도 착하게 살아야지... 에이,0
14910,벌써 몇 시간짼데 이러고 있어?  메뉴판? 이건 또 뭐야? 여기가 식당이야?,0
14911,국밥은 싫다고 해서...,9
14912,아.... 나 혈압.... 아무거나 먹어 인마!  !,0
14913,이러시면 안 됩니다. 반장님!,9
14914,뭐?  이러시면 안 됩니다? 어이 내 인간적으로 충고하는데 적성에 맞다 싶으면.... 아예 때려치워! 여러 사람 피해 주지 말고... !,0
14915,아 지가 검산면 검사지... 왜 모여라 마라야?  다냐고?,0
14916,야야야 골치 아프게 생겼다. 사건은 대박인데 검사가 초보야 사법연수원 수석이라나... 쯔쯧..,9
14917,원래 이론에 강한 놈들이 실전에 약하거든요 수석이라... 강하니까... 실전엔 약하겠구먼...,9
14918,이거 애들 학예회 발표회도 아니고 원... 뭐 짜증 나더라도 꾹 참고 끝까지 들어라. 행여 질문 같은 거 하지 말고...,9
14919,너무 하는 거 아냐?  자기들이 들어가던가?,0
14920,많고 많은 게 형산데... 하필이면 왜 우리냐고?,0
14921,참!  ! 너 목포가 고향 이랬지?,9
14922,아닌데요. 턱도 아닌 소리 마세요!  왜 이래요 정말로!,9
14923,아 이거 비상 사탠데.... 아무도 안 나오면 반장 성질에 또 검거 실적 들먹일 거고..... 그럼 나잖아,9
14924,이럴 시간이 없어 이번 건은 위에서 엄청 관심 많은 거 알지?  이번에 잘되면 두 계급 특진이야... 정 안되면 검거 실적으로.....,9
14925,너무 하시는 거 아닙니까. 솔직히 얘기해서.... 예?  거기 갔다가 칼침이라도 맞으면 불쌍한 우리 마누라랑 아이는 누가 책임집니까.,9
14926,에이!  충성심 없는 것들아! 우리 때는 가라면 삼팔선도 넘어갔어! !,9
14927,아.. 또!  ! 형사가 삼팔선 넘을 일이 뭐 있습니까?,9
14928,좌우간 우리 중에 하나는 내려가야 한다니깐!  !,9
14929,형사님 지금 이 시간부턴 이게 당신이니까 똑똑히 외워둬요.,9
14930,도대체 잠입을 해서 뭘 하란 말입니까?,9
14931,보물선 인양 사업이 마약을 건지기 위한 위장이라는 명백한 증거를 입수해야 돼요.,9
14932,전 못 갑니다.,9
14933,이게 도대체 무슨 소리죠?,0
14934,누.. 누구십니까?  안 불렀는데.,2
14935,시켰으니까 왔지 오빠는...,9
14936,나 다방 커핀 안 마시니까 그냥 가.,9
14937,오빠 연예인 닮았다... 누구더라?,9
14938,내가 좀 피곤해서 ...,9
14939,나도 하루 종일 배달 다녔더니 종아리가 뻐근하다. 좀 쉬었다 가자. 응?,9
14940,물 좀 다오.,9
14941,또 안 좋으세요?,1
14942,심장 안 좋은 건 우리 집 유전 아니냐. 다행이다... 넌 나한테 이런 거 물려받지 않아서.,1
14943,자주 연락드릴게요.,9
14944,짧은 머리가 잘 어울리는구나.,9
14945,넌 새해 소원이 뭐냐?,9
14946,예쁜 한국 여자랑 데이트해보는 거.,9
14947,그러니까 인마 소개팅 나가서 저... 사실은... 입양아예요 그러지 좀 마. 한국 사람들 그런 거 안 좋아해.,9
14948,그럼 뭐라 그래야 돼?,9
14949,너네 양아버지 돈 많다며. 부잣집 아들이라 그래.,9
14950,아버지 과로하신다고 어머니가 걱정 많이 하세요.,1
14951,내 걱정은 마라. 나 아직은 끄떡없다.,9
14952,아버지 오늘 친아버지를 만났어요...,9
14953,그래?  드디어 만났구나. 축하한다. 어떤 분이시냐? 어떻게 만났어? 널 좋아하시지?,2
14954,제 아기 때 사진을 갖고 계셨어요... 어머니 이름도 가르쳐 주셨고요...,9
14955,어머니는 어디 계시니?,9
14956,돌아가셨대요...,1
14957,유감이구나... 다음에 아버지를 만나면 내 말을 꼭 전해다오. 멋진 아들을 우리한테 주셔서 정말 감사하다고...,1
14958,예...,9
14959,나 은근히 질투가 나네... 나도 네 아빠 맞지?,9
14960,아버지 농담이라도 그런 말씀 마세요.,9
14961,알았다. 내가 잘못했다.,9
14962,솔직히 아직 잘 모르겠어요...,9
14963,너무 서두르지 마라. 너도 우리한테 처음 왔을 때는 울기만 했어.,9
14964,아버님 뭐 드시고 싶은 거 있으면 말씀하세요.,9
14965,자네는 우리 아들 친군가?,9
14966,예. 군대에서 룸메이트에요.,9
14967,그래?  그럼... 통닭이나 몇 마리 넣어주면 좋고... 프라이드 반 양념 반.,9
14968,이게 뭐냐?,9
14969,통역비.,9
14970,통역비?  친구끼리 무슨 통역 비야?,9
14971,받아. 너 고생했잖아.,9
14972,한국에선 친구끼리 돈 주는 거 아니야. 나중에 술이 나 사.,9
14973,이 돈 안 받으면 너한테 다시 도와달라고 부탁 못 해.,9
14974,고집은...,9
14975,언제까지 필요하세요?,9
14976,천천히 하셔도 돼요. 넣고 싶은 사진이 더 있거든요.,9
14977,선물하실 거예요?,9
14978,예. 아버지 드릴 거예요.,9
14979,아이고 효자 시네. 앨범 커버는?  비싼 거 싼 거... 뭐 좋아요? 거는 커버에 사진 넣어줘요. 오케이?,9
14980,제 사진도 넣을 수 있어요?,9
14981,네. 물론이죠,9
14982,네가 면회 온 지도 벌써 두 달이 됐는데... 무슨 안 좋은 일이 너한테 생긴 건 아닌지 걱정이 된다. 사정이 있어서 못 오는 거면 편지라도 한 통 보내다오. 내가 매우 궁금하구나,1
14983,저... 한글이랑... 조금만 섞어 쓰면... 안될까요?,9
14984,왜?  너무 어려워? 너 대학 다닐 때 영어 잘 했다며?,9
14985,제가 그게... 문법은 좀 하는데요...,9
14986,이게 할머니 뼈다귀 해장국이라는 거야... ?,9
14987,어.,9
14988,그럼 이게 할머니 뼈...,9
14989,그런 거 아니야 인마. 할머니는 그냥 할머니가 만들었다는 거야.,9
14990,그러니까... 이게 할머니 뼈는 아니지... ?,9
14991,이 자식이 지금 언제 적 개그를... 너 설날 특집 외국인 장기자랑 나가냐?,9
14992,죄송해요. 아침에 오면 안 되는 걸 잊어버렸어요... 아버지 미안합니다.,9
14993,괜찮아. 너 보니까 너무 좋아서 그래. 잘 왔다.,8
14994,잘 왔어... 얘 이거 봐라. 내가 시계 하나 샀다. 스위스 제야. 멋있지?  그런데 왜 이렇게... 오랜만에 왔니... ?,9
14995,아버지가 돌아가셨어요... 미국 아빠가 이렇게 말했어요. 멋진 아들을 주셔서 감사합니다.,1
14996,난 말이야 먼저 간 네 엄마 생각이 나면 여기 가슴을 이렇게 두드려봐 그럼 엄마가 이 안에서 네하고 대답하는 게 들려. 얘야 사랑하는 사람은 죽어서 멀리 가는 아니야. 가슴속으로 거야.,1
14997,촛불이 많이 꺼졌네요.,9
14998,꺼진 게 아니라 아직 안 켠 겁니다. 더 켤 일이 없으면 좋겠어요. 제가 인연을 맺은 사형수들 중에 열두 명을 주님 곁으로 보냈어요. 그 사람들 초예요,1
14999,예...,9
15000,올 연말에 대선이 끝나면 사형을 집행할 거라는 얘기가 있습니다.,9
15001,정말입니까... ?,2
15002,지난 대선 때 저 열두 명 중 절반을 보냈습니다.,1
15003,신부님 아버지를 살릴 수 있는 길이 없습니까?,1
15004,한국군에선 밥 안 줘?,9
15005,이 자식이 한국군 무시하네. 나 살찐 거 안 보여?  미군부대보다 음식은 훨씬 좋아 인마. 근데 피자는 줘.,9
15006,넌 언제 제대야?,9
15007,오늘 빼고 45일 남았다. 넌?,9
15008,크리스마스 전에 끝나.,9
15009,그럼 미국으로 돌아가는 거야?,9
15010,응,9
15011,너네 아버지가 섭섭해하시겠다.,9
15012,뭐?  백만 원? 거기 젓가락 좀 줘봐.,2
15013,급한 일이 있으신 거 같아요.,9
15014,그 형님 요새 빵에서 도대체 뭐하고 살아?,9
15015,얼마 전에 아들을 찾으셨어요.,9
15016,아들?  그 형님이 아들이 있어? 아기 사진은 그래서 만들어 달라 그랬나?,9
15017,저... 영치금은 어떻게...,9
15018,아니 아들 찾았으면 아들한테 달라고 하지 왜 나한테 그래?,9
15019,꼭 갚으신대요... 목숨보다도 더 중요한 일이라고 하셨습니다.,9
15020,막말로 자기 목숨이야 이미 끝난 사람 아냐.,9
15021,담보로 이걸 드리라고 하셨어요. 스위스 잽니다.,9
15022,무슨 일이야?,9
15023,이 분이 검사 결과를 못 믿겠다고...,9
15024,뭐 특별한 문제라도 있었어?,9
15025,가져오신 머리카락이 좀 오래됐긴 했는데요...,9
15026,너 진짜 왜 그래?  아휴. 죽으려면 조용히 잘 죽던가 삼촌 병원에서 이게 뭐니? 창피하게?,1
15027,창피해?  그럼 병원 옮겨줘.. 다른데 가서 조용히 죽어줄게.,0
15028,너 이러지 마. 나 혈압 올라 쓰러지는 꼴 또 보고 싶니?  이번에는 뭐 때문이니? 한두 번도 아니고 자꾸 이렇게 멀쩡히 깨나는 거 보면 이거 다 연극하는 아니니? 관심 끌고 싶은 어린애도 대체 왜 그러니?,0
15029,엄마가 죽기 싫어하니까 내가 대신 죽어줄라 그래. 왜?,0
15030,못된 계집애. 내가 너를 어떻게 낳았는데 너 낳느라고 피아노도 포기하고 내 인생이 완전히 엉망진창이 됐는데 나쁜,1
15031,고모!  아포어.,9
15032,아프라고 때렸지. 간지러우라고 때렸겠니?  에이고. 이게 뭐니. 쪽팔리게.,9
15033,여전하네. 고모. 난 많이 늙었지?,9
15034,죽을 만큼 늙은것 같지는 않구나.,9
15035,너무 그러지 말아요..,9
15036,딱히 죽고 싶은 건 아니었는데 사는 게 지루하잖아. 잔소리 안 하시네. 포기했나?,9
15037,잘 있지?  네 엄마?,9
15038,여전하지 뭐.,9
15039,여전히. 재수 없어?,9
15040,네 외삼촌 뵀는데 너 한 달 동안은 입원 치료를 받아야 된다 하시길래 그럴 바에는 내가 너를 좀 데려다 쓰겠다고 떼를 썼다.,9
15041,애국가? .. 무슨,9
15042,네가 부른 애국가가 듣고 싶대. 너 같은 꼴통을 만나고 싶어 하는 남자가 있더라고.,9
15043,애국가?  그 사람도 꼴통이네.,9
15044,비가 와서 차가 좀 막히네. 많이 안 기다렸죠?,9
15045,너 때문에 그 아이의 귀중한 30분이 날아갔다. 넌 정말!,0
15046,왜 그렇게 화를 내구 그래요?  .... 거기 어차피 하루 종일 시간이 남아도는 데 아닌가?,2
15047,너한테는!  쓰레기통에 처박고 싶은 30분이겠지만 그 아이한테는 마지막 30분이 될지도 모른다고!,0
15048,마지막 30분?  멋있네.,9
15049,그래 우리가 만나러 가는 사람. 서울구치소에 있는 최고수야 사형수.,9
15050,왜 그래!  안 그래도 늦었는데..,0
15051,고모. 나는 고모가 뭐 좀 도와 달라 그래서 따라간다고 그랬지 사형수 만나러 가는지는 몰랐어. 내가 왜 사형수를 만나야 돼?  고모 의도가 너무 뻔한 거 아냐? 만나보고 내 목숨 소중한지 알아서 헛짓거리 하지 말고 똑바로 살라는 !,0
15052,들켰네.. 계집애 눈치는 빨라 가지고..,9
15053,고모. 그런 식으로..,9
15054,간단하게 생각해. 그냥 널 보고 싶어 한다니까 혹시 네가 도움을 줄 수 있을지 모르니까..,9
15055,무슨 도움?  가서 애국가나 부르라고?,9
15056,못 부를 건 또 뭐니?  그 목소리 쓰레기통에 처박느니 듣고 싶다는 사람한테 불러 주면 좋은 거지.,9
15057,먼저 집에 가. 끝나려면 아직 멀었어.,9
15058,싫어.,9
15059,빨리 집에 가 여기서 비 맞지 말고!,9
15060,싫어.,9
15061,집에 가!,9
15062,싫어. ... 아빠가 때려.,1
15063,그래. 천천히 먹어. 커피도 마시고.. 편하게 생각해. 내가 자식이 없어서 그렇지. 여기 드나든 게 삼십 년이니까 너희들 엄마나 마찬가지지 뭐.,9
15064,다시는 오지 마십시오. 편지도 안 받겠습니다.,9
15065,내가 전도 같은 걸 하려는 게 아니고..,9
15066,못 알아들으셨어요?,9
15067,아 진짜 웃기는 놈이네. 계집애같이 생겨가지고,9
15068,그만하자..,9
15069,쟤 몇 명이나 죽이고 들어왔대?  왜 죽였는데?,9
15070,몰라.,9
15071,왜 몰라. 고모 여기 종교위원이라면서. 편지 보내기 전에 뭐 좀 알아봤을 거 아니야.,9
15072,넌 누굴 처음 만날 때 당신 혹시 죽였나요?  왜 그렇게 묻니? 난 오늘 그 아일 만난 거야.,9
15073,그렇지. 고모 수녀님이셨지. 저런 애들. 나 같은 기도하고 회개시켜서 눈물 철철 쏟게 만드는 게 고모가 하시는 일이었지. 잠깐 까먹었네 내가.,9
15074,그래. 보니까 너도 알겠지?,9
15075,네?,9
15076,너 하구. 그 아이.. 많이 닮은 거.,1
15077,형아,9
15078,야 인마. 한참 찾았잖아. 뭐 해?,9
15079,응. 클로버 찾고 있어. 네 잎 클로버. 1학년 형아 들 이 그러는데 개 찾으면 소원이 이루어진대. 그거 알았어?,9
15080,무슨 소원 빌게?,9
15081,응. 그건 다 찾고 나서 빌어야 된대. 안 그럼 재수 똥 형아 이거 봐봐.,9
15082,너..,9
15083,밥 먹으러 왔다며?  먹자.,9
15084,나도 너 하는 거 맘에 안 차. 어머니만 그러신 아니야.,9
15085,알아.,9
15086,너 요즘 고모랑 구치소 다닌다면서?  거기 젊은 여자가 드나들 데 아니야. 고모가 무슨 생각 하시는지 몰라도 그러지 말고 외삼촌 병원에서 상담받으면서,9
15087,오빠도 내가 골치 아파 죽겠지?,9
15088,그런 게 아니라..,9
15089,지겨워.,9
15090,너도 이제 서른이다. 철 좀 들어야지 혼자 계신 어머니 생각해서라도 오늘 아버지 추도 예밴가 알지?,1
15091,알아,9
15092,몰랐어?,9
15093,왜 몰라.,9
15094,너도 이제 가족행사 빠지지 마.,9
15095,행사?  엄마 또 그 잘난 피아노 연주하시겠네.,9
15096,오빠 미안한데 점심 혼자 먹어야겠다. 밥 먹기가 싫네.,9
15097,어머니도 이제 많이 늙으셨다..,1
15098,오빤 엄마가 좋아?,9
15099,아 유치해.,9
15100,올 거지?,9
15101,이모님은 여전히 멋있으세요.,9
15102,바쁠 텐데 와줘서 고마워.,9
15103,당연히 와야죠.,9
15104,방배동 일대에서는 너희가 헌금을 제일 많이 한다며?  천국 가는 버스 맨 앞자리 예약해 놨다고 소문이 자자 하드라.,9
15105,에이 누가 그럽니까. 다 헛소문이에요.,9
15106,어머니 차 드세요.,9
15107,아들들 먼저 들어. 나는 좀 있다가. 근데 딸은 전화 없니?,1
15108,핸드폰 꺼져 있네요.,9
15109,못된 계집애.,1
15110,어쩜 좋아 미안해 새 차를 이거 어떡해.. 내가 깨끗이 수리해서 보내줄게.,9
15111,하하 괜찮습니다 차야 뭐. 고치면 되죠. 애 여전하네요.,9
15112,어쩜 좋아. 저 계집애 미쳤나 봐.,0
15113,아니에요. 씩씩하고 좋은데요 뭐.,9
15114,가수 그만두고 수녀 되셨어요?,9
15115,그러는 그쪽은 다시는 안 나올 것처럼 그러더니 왜 또 나왔어요?,9
15116,수녀님이 아니라 여자가 왔다 길래요. 뻔한 거 아닙니까?,9
15117,내가 여자로 보여요?,9
15118,여자 아닙니까 그럼?  면도도 <span class='violet_text'>깔쌈하게 하고 나왔는데 어때요?,9
15119,수녀님이 기도하다가 이렇게 졸아도 되는 거야?,9
15120,아유. 꿈이었구나. 아유,9
15121,뭐 안 좋은 꿈 꿨어요?,9
