,0,1
4383,반품비 요청 문자 안 내보내드렸습니다. 좋은 하루 보내세요.,p
4384,지난번에 구매해서 잘 쓰고 있어요. 요거 혹 7개 구매하면 배송비는 어떻게 되나요?,p
4385,과일향이 참 은은하네요,p
4386,레몬이랑 유자향이 들어가서 저희 딸이 좋아할 것 같아요,p
4387,생각보다 괜찮은데요 그냥 립스틱은 코랄인 건가요,p
4388,가격이 괜찮다,p
4389,케이스가 참 예쁘네요,p
4390,그럼 우리 딸하고 와도 되겠다,p
4391,이쁘다,p
4392,이쁘다,p
4393,마음에 들어요,p
4394,제 스타일이에요,p
4395,연보라색 너무 예쁘다,p
4396,네 예쁘네요,p
4397,문의 감사드립니다. 마스크 사용 시 수분감이 없게 느껴지실 수도 있지만 시트 자체가 풍부해서 30분 이상 부착을 권하고 있으며 장시간 붙이셔도 마르지 않습니다.,p
4398,예정 확의 기재 내용 입력되어 있으십니다. 감사드리며 주문 상품 금일 출고해 드리겠습니다.,p
4399,바이탈 테라피는 샴푸와 동일한 플로럴 계열의 믹스형으로 사용 후에도 은은하게 남아 고객님의 모발을 향기롭게 감싸드립니다.,p
4400,제품에 관심 가져주셔서 감사드리며 약간의 펄감을 느끼실 수도 있습니다.,p
4401,상품에 관심 주셔서 감사드리며 문의하신 내용에 대한 답변드리겠습니다.,p
4402,프리미엄이 맞습니다. 믿고 구매해주신 만큼 좋은 제품으로 최신 제조일자 상품으로 꼼꼼하게 포장하여 안전하게 고객님께 배송될 수 있도록 노력하겠습니다.,p
4403,너무 좋네요 권장하는 사용 주기가 어떻게 되나요?,p
4404,바이탈 테라피는 바론 모링가 <span class='violet_text'>리페어링 샴푸 헤어트리트먼트와 동일한 플로럴 계열의 믹스형으로 사용 후 시간이 지나도 은은하게 남아 모발 한 올 한올 향기롭게 감싸드립니다.,p
4405,<span class='violet_text'>레미레미도레믜입니다 오늘 하루도 파이팅 하세요. + 아무래도 나머지 모발들이 7레벨로 어두워져 있어서 더 밝은 컬러들이 안 먹는 거 같아요 원래 새치 염색 약 7레벨 아래는 컬러 체인지가 잘 안되거든요.,p
4406,리필 하나입니다 더 궁금하신 사항은 문의하시면 정성껏 답변드리겠습니다.,p
4407,여행 가서 휴대용 몇 개 써봤는데 좋길래 구매합니다 내용물은 똑같겠죠?,p
4408,처음 써보고 좋아서 계속 쓰려는데 장단점 같은 게 있을까요?,p
4409,샴푸 좋아서 에센스 도 구입해보려고 하는데 용기는 유리인가요?,p
4410,기름 지지도 않아 나름 만족하면서 잘 사용하고 있습니다 알림이 신청하고 갈게요 샴푸도 같은 회사 맞나요?,p
4411,예전 레 세아 샴푸로 도움 많이 받고 재구매하려고 리뉴얼이 되었네요?,p
4412,<span class='violet_text'>레미레미도레믜입니다 오늘 하루도 파이팅 하세요. + 네 보통은 가능한데 모발 고유의 멜라닌이 붉은 경우가 많아서 변수는 있는 조합이긴 해요.,p
4413,제가 워낙 건성 모발이라 그런지 몰라도 오후 되면 금방 건조해지고 푸석푸석해졌는데 바론 트리트먼트는 그런 거 없이 건조함도 덜하고 수분감도 어느 정도 있어서 모발에 무게감도 있고 정말 괜찮은 것 같아요 트리트먼트 아니고도 다른 에센스나 헤어 미스트 종류로는 안 나오나요?,p
4414,<span class='violet_text'>리페어링 썼는데 지속력이 괜찮더라고요 체리는 좀 더 오래갈까요?,p
4415,믿고 사기 잘한 듯 견본도 보내주시고 코 팩도 주시고 너무너무 감사합니다 다음에 또 주문할게요 참 팩 냉장고에 넣어도 되나요?,p
4416,막 했을 때는 염색 너무 잘 나옵니다. 제가 쓰는 거와 자양 윤 모 염색약은 물 빠짐이 덜한가요?,p
4417,바이탈테라피 에센스 바르니까 머릿결도 엄청 촉촉한 것 같아요 샴푸랑 트리트먼트도 같은 향인 가요?,p
4418,네 너무나 뿌듯합니다 저희 바론 모링가 <span class='violet_text'>리페어링 샴푸와 헤어트리트먼트 역시 바론만의 특별하고 고급스러운 플로럴 향을 가득 품고 있는데요.,p
4419,남녀노소 부담 없는 향으로 많은 고객님들의 이목을 사로잡은 제품으로 망설이지 않으셔도 좋을 것 같습니다.,p
4420,<span class='violet_text'>레미레미도레믜입니다 오늘 하루도 파이팅 하세요. + 코토르 베이지는 HHZ 헬시 헤이즐 단독으로 하셔야 가장 느낌이 비슷하고 탈색 2회 최소로 권장 드리고 뿌리와 나머지 모발은 톤을 맞춘 후 들어가는 걸 추천드리고 싶어요.,p
4421,<span class='violet_text'>레미레미도레믜입니다 오늘 하루도 파이팅 하세요. + 소분 자체가 법에 걸려서 경쟁업체의 지속적인 신고로 아예 포기했어요.,p
4422,바이탈 테라피 후기가 하도 좋길래 한 번 사보려고 하는데 향이 어떤가요?,p
4423,지난주 인가 행사할 때 로즈 샴푸 샀었는데 향이 너무 좋더라고요 재구매하고 싶은데 동일한 제품 맞죠?,p
4424,400장이 맞습니다. 좋은 추석 보내세요.,p
4425,이 제품은 어떤 점이 그리 좋아서 후기가 많은지요?,p
4426,제품 사용하고 좋으면 계속 구매할게요 참 제 두피 피트 테라피 쓰면 되나요?,p
4427,바론 모링가 바이탈 테라피는 특별하고 고급스러운 플로럴 계열의 믹스 향리 사용 후에도 은은하게 남아 하루 종일 향기롭게 감싸드립니다.,p
4428,저번 헤라 쿠션도 상태 좋아서 이번엔 친정 엄마한테 선물해 드리려 구 그쪽으로 배송 보내요. 선물 포장 가능 문의가 보이던데 저도 부탁드려도 될까요?,p
4429,제가 써보니 너무 좋아서 선물용으로 구매하려고 하는데요 쇼핑백 포함해서 선물 포장이 가능할까요?,p
4430,와 그러면 한 장에 550원꼴이네요. 30장을 산다면요,p
4431,네 화사하네요 이건 얼마라고요?,p
4432,정말 저렴하네요,p
4433,이거 5종 세트가 정말 3만 8천이에요?,p
4434,제품에 관심 가져주셔서 감사드리며 문의주 신제품 미니로 지는 2020. 10월까지 미니 크림 브륄레는 2019. 07월까지입니다.,p
4435,이번이 네 번째 재구매에요 이런 걸 단골 고객이라고 하나요?,p
4436,또다시 저희 바론을 방문해 주셨군요. 이렇게 가정의 달을 맞이하여 이벤트를 할 때 찾아주셨다니 더욱 큰 기쁨이 느껴집니다.,p
4437,확인 결과 광주에 있는 것으로 확인돼요. 금일 수령 가능하실 것 같습니다.,p
4438,헉 이 디자인 프라이머도 있네요,p
4439,네 이거 립밤 아주 좋아요. 추천드립니다,p
4440,문의하신 상품은 재고 입고로 시스템 수량 재등록하여 구입 가능합니다. 제품 이용에 도움이 되었기를 바라며 앞으로도 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
4441,네 효과가 있으니 다니 저희도 너무 뿌듯하고 기분이 좋습니다 말씀하신 토닉 제품은 없지만 2020년 상반기에 출시될 예정입니다 나오게 되면 꼭 한번 사용해보세요.,p
4442,수고하십니다. 맥 라스트 미닛 주문할 건데 가능하죠?,p
4443,아주 좋네요,p
4444,좋은 것 같아요,p
4445,너무나 좋은데 어떻게 빨리 지우나요?,p
4446,사용한 에센스 중에서 제일 부드러움. 이거 지금 지 일주일 됐는데 집에 있는 다른 에센스는 눈에 안 들어와요 드라이기 하기 전에 바르는 게 좋은 건가요?,p
4447,향이 제일 걱정했었는데 전 완전 만족 이거고 데 기하기 전에 발라줘도 괜찮겠죠?,p
4448,열기구 사용 직전 저희 바론 모링가 바이탈 테라피 헤어 에센스로 관리해 주신다면 강한 열로부터 모발을 보호하여 더욱더 빛이 나는 건강한 머릿결 유지하실 수 있습니다.,p
4449,해당 제품은 젤 램프로 경화시켜 사용하는 매니큐어입니다. 오늘도 좋은 하루 보내세요.,p
4450,친절하고 상세한 답변 너무 감사합니다 그럼 사파이어 9:실버 9:산화 제6퍼센트 1:1:1 하면 되나요?,p
4451,몇 번 안 썼는데 어느 정도 부드러워짐은 있네요 이번 주 주말에 비닐 캡 사용해 볼 생각인데 전기 모자 사용해야 하는 건가요?,p
4452,싸고 질 좋은 물품 잘 받았습니다 궁금한 점이 있는데 액상을 혼합하여 사용하고 난 후 도핑이 걸리나요?,p
4453,이번에 새롭게 선보인 저희 바론 모링가 바이탈 테라피는 샴푸와 트리트먼트와 같은 바론만의 특별한 플로럴 향으로 드라이 전이나 건조한 모발에 부드럽게 사용하시면 된답니다.,p
4454,좋아요.,p
4455,"입금 하루 만에 시술에 필요한 도구까지 갖춰 매우 좋네 여형제 시술 전인데 여, 매직기를 사용할 때는 약품을 바른 상태 서해야 하는 건가요? 빠른 답변 부탁드려요",p
4456,<span class='violet_text'>레미레미도레믜입니다 오늘 하루도 파이팅 하세요. + 에센스가 방해할 수도 있어서 샴푸 후하시는 걸 더 추천드리고 싶어요.,p
4457,잘 받았습니다. 혹시 속눈썹 코팅제는 언제 사용하는 걸까요?,p
4458,사용 순서는 에센스 로션 크림 순서로 사용하시는 것을 권장 드립니다. 앞으로도 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
4459,바이탈 테라피는 끈적임 없이 산뜻한 사용감으로 모발에 윤기를 더해 드리는 헤어 에센스 로드 라이 전 젖은 모발은 물론 언제 어디서나 사용하실 수 있습니다.,p
4460,친절한 답변 감사드려요 근데 제가 손톱이 길지 않고 짧은 대 상품 사이즈가 커서 손톱에 안 맞으면 네일용 가위로 손톱 사이즈에 맞게 잘라서 써도 되나요?,p
4461,구매 후 사용하면서 증상 완화를 경험하고 있습니다. 지속적으로 꾸준히 사용해도 별문제가 없을지요?,p
4462,저희 제품을 이용해 주셔 감사합니다. 증상이 완화되셨다니 정말 다행입니다. 아세아 샴푸는 두피와 모발에 좋은 기능성 원료와 한방천연 성분이 함유되어 있어 두피에 쌓인 노폐물을 제거해주며 스크럽 효과와 비듬 제거 등 두피케어와 동시에 탈모 예방에도 효과적인 샴푸입니다.,p
4463,바론 모링가 바이탈 에센스는 손상도를 케어해주는 헤어 에센스로 손상이 심한 모발 끝이나 사이사이에 발라주시면 되는데요.,p
4464,저희 바론과 함께 건강한 헤어케어를 만나보고 계시다니 너무나도 기쁩니다.,p
4465,사은품 감사해 용 근데 색깔별 하트 모양 보내주신 건 어떻게 써요?,p
4466,"샘플 써보고 좋아서 구매하였는데요 토너, 세럼, 크림이 한 병에 들었다는데 세안 후 이것만 발라도 된다는 건가요?",p
4467,다리 제모해 보았는데 잘 되었네요. 제모 전에 피부 소독은 안 해도 괜찮나요?,p
4468,퇴근 후 집에 오자마자 사용했는데 가려 운 두피가 시원해서 너무 좋았어요 그런데 일주일에 한번 사용하라 하셨는데 매일매일 사용하면 어떨는지요?,p
4469,계속 쓰고 있는데 너무 좋아요 대박 나세요?,p
4470,아직도 배송이 안 됐는데요 뭐죠?,p
4471,벌써 며칠 짼데 아직도 이러고 있나요?,p
4472,배송 언제 돼 요 여기다가 문의 글 올려야 배송해주는 건가요?,p
4473,아우 피부 자극도 많이 없어서 잘 썼네요. 혹시 지인들한테 보내주려고 하는데 선물 포장은 가능한가요?,p
4474,쓰다 보니 좋아서 선물 포장하고 싶은데 가능한가요?,p
4475,온라인몰 상품 구매 시 회수 선물포장하여 재출고해 드리고 있습니다. 이용해 주셔서 감사드리며 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
4476,택배기사님이 던져도 안 터지겠는데요?,p
4477,써보고 너무 좋아서 여러 개 사서 선물할까 싶은데 혹시 선물 포장되나요?,p
4478,우선 저희 제품을 만족스럽게 사용해주셨다니 감사합니다. 아쉽지만 선물포장은 따로 되지 않습니다.,p
4479,오 좋네요 화장할 때 답답하거나 건조한 느낌 들면 진짜 피부 결도 안 살고 답답하기만 한데 이건 그런 게 없다니,p
4480,아까 저쪽에는 이백 미리짜리 육만 팔천 원이었는데 저렴하네요,p
4481,<span class='violet_text'>5세트사몈 1세트 더 주시는 거 맞죠?,p
4482,상품을 구매해 주셔서 진심으로 감사드립니다. 주문하신 상품은 금일 출고될 예정입니다.,p
4483,모하비 고스트 본품 2병 넘게 썼는데 친구가 여기 거 알려줬는데 오히려 전로 제르 냄새가 더 좋더라고요 주문했는데 혹시 <span class='violet_text'>탐다오랑롬브로 단도 샘플 받을 수 있을 가요?,p
4484,선택 1 2번 각각 선택해주시는 것으로 발송됩니다. 즐거운 하루 보내세요.,p
4485,14번 옵션 증정품 재고 있습니다 걱정 안 하셔도 괜찮을 것 같아요. 즐거운 하루 보내세요.,p
4486,진짜 물광 피부 하기 좋은 듯. BB 한 개 MB 사도 사은품 주는 거 맞죠?,p
4487,방송과 관계없이 무료체험분 혜택은 동일합니다. 좋은 하루 보내세요.,p
4488,전이 제품을 너무 뒤늦게 알아서 이 제막 1/3 통 썼는데 맘에 들어요 보들보들 찰랑찰랑. 이번 딜 끝나도 또 딜하실 거죠?,p
4489,사기꾼인가요?,p
4490,우와. 저 당첨된 거예요?,p
4491,이벤트 당첨을 축하드립니다.,p
4492,저집에 널린 게 쿠션이에요 사은품 보고 주문하는 사람도 엄청 많을 텐데 주문분 확인하고 보내셔야 하지 않나요?,p
4493,방송은 안 하나요?,p
4494,사은증 정품은 롱래스팅 파운데이션 +아티스트 퍼프로 확인되고 있습니다.,p
4495,보내주신 샘플에 보니 베이비파우더 향 샴푸가 있어서 써보니 너무 좋더라고요. 샴푸도 구매 가능한가요?,p
4496,사보고 괜찮아서 해외에 있는 친구에게 선물하고픈데 해외로 직접 배송은 안 되는지요?,p
4497,국내 배송만 진행되고 있어 죄송하게도 해외 배송으로는 도움드리기 어려운 점 양해 부탁드려요.,p
4498,어서 다시 살려고 들어왔는데 후기 이벤트 당첨되었네요?,p
4499,이벤트 당첨을 정말 축하드리며 상품은 오늘 출고하여 배송도 이와 드리도록 하겠습니다.,p
4500,다른 타 사이트보다 훨씬 가격이 저렴하고 상품 구성도 만족스러워서 좀 여유 있게 구매를 하고 <span class='violet_text'>싶은데요혹시각 로션별 제조 날짜 사용기한을 확인할 수 있을까요?,p
4501,제품에 관심 가져주셔서 감사드리며 문의주 신제품 2021. 05월까지입니다.,p
4502,항상 쓰던 거 좀만 짜도 거품 잘 나고 풍성해서 짱짱 선물할 건데 제조일자가 언제예요?,p
4503,제품 구매해 주셔서 감사드리며 문의주 신제품 <span class='violet_text'>립어드밴은 2019. 09월까지 랩 체리는 05월까지입니다.,p
4504,코멕스가 종류가 많다 보니 어떤 제품의 유통기한을 알고 싶으신지 다시 한번 문의 남겨주시면 감사하겠습니다.,p
4505,정말 구매하고 싶은데 궁금한 게 많아서요 1. 며칠 정도 지속되나요?,p
4506,히 상품평이 좋아서 꽤나 기대하고 있음 유통기한이 1년이라는 데 보내주실 때 최대한 최근에 만들어진 걸로 보내 주심 안 될까요?,p
4507,주문한 향 너무 좋네요 다른 향수도 사서 나중에 쓰고 싶은데 유통기간이 얼마나 될까요?,p
4508,좋은 하루 보내세요.,p
4509,문자로 취소 처리해달라 하고 통화연결은 되지 않고 어쩌라는 거죠?,p
4510,사은품도 구성 포함이 시기 때문에 구매 수량만큼 배송받아보실 수 있으십니다.,p
4511,덴트 러프는 사용하고 좋아서 계속 구매하고 있는데 1+1이라 <span class='violet_text'>세보리아랑덴 트럼프 교차로 배송받을 수 있나요?,p
4512,내일 35 40 13일 41 주문 주시면 19일 발주 출고 처리되세요 사은품의 경우 물류에서 랜덤 발송돼 어색 지정이 어려운 점안 해 부탁드려요.,p
4513,문의하신 사은 구성 4종이 맞습니다. 두 개 주문 주시면 사은품도 4종 2세트 발송되세요.,p
4514,CAVAEM 지인분이 좋다고 추천해주셔서 사려고 보니 품절이네요. 혹시 AL과 EM 효과 차이가 많이 날까요?,p
4515,향은 좋네요,p
4516,배송이 너무 느린 거 아닌가요?,p
4517,항상 잘 사용하고 있습니다. 배송이 빠르던데 당일 결제되면 바로 보내시는 건가요?,p
4518,제 머리에 잘 맞는 샴푸 같아요. 이번에도 칼 배송되겠죠?,p
4519,고객님에게 잘 맞으셨다니 정말 다행입니다. 빠른 배송도 이와 드리겠습니다.,p
4520,처음에는 트리트먼트들이 다 거기서 거기겠지라는 생각을 했었는데 사용해보니 그런 말이 쏙 들어가더라고요 처음 배송 때부터 신뢰감을 가지게 되었거든요 머릿결이 좋아지는 효과보다 배송에도 신경 써주시는 모습에 감동했다고 해야 하나?,p
4521,헤어트리트먼트의 사용에 만족하셨다니 너무나도 기쁩니다.,p
4522,제품 한 개 안 왔다고요. 도 대체 언제 처리해주는 건가요?,p
4523,여기 판매처 대박 어제 시켰는데 오늘 도착하는 거실화? 명절이라 택배도 밀릴 텐데 <span class='violet_text'>깜놀 판매자님 나세요,p
4524,제품을 무사히 받아보신 것 같아 다행인 마음입니다. 사용하시며 더욱 기쁘셨으면 하는,p
4525,제품 문제 있는 거를 니베아 공식 홈페이지에 문의하라는 건가요?,p
4526,좋네요 시원해요,p
4527,좋네요,p
4528,좋네요,p
4529,레미 레비도 레 <span class='violet_text'>믜입니다 잘 부탁드려요 염색 약 4개 시 증정되는 거 사은품을 드린다는 말인데 오해의 소지가 있는 같아요 이 부분 수정 꼭 하도록 할게요.,p
4530,응원 댓글 바론 트리트먼트 후기 남겨요 정말 효과 괜찮던데요?,p
4531,은은한 향에 염색과 펌으로 지푸라기 같은 머리카락에 윤기가 돌아요 부드러워지고요 명절에 샴푸 선물들 와서 딴 제품 써 받는 데 비 더 살롱 쓰다 다른 거 못 쓰겠어요 중독 자주 사용해도 탈모 걱정은 없겠죠?,p
4532,어제 사용하니 너무 좋네 요리 필 은 어디서 구매 가능할까요?,p
4533,저희 쇼핑몰에 관심을 가져주셔서 감사드리며 고객님께서 문의하신 사항에 대해 답변드리겠습니다.,p
4534,배송 메모에 거품 용기 2개 챙겨달라고 메모 주시면 되세요. 사용하시다가 추가로 필요하실 때 언제든 말씀 주세요.,p
4535,머릿결이 엄청 얇고 많이 상해서 미용실에서 추천한 샴푸도 써보고 했지만 나아지지 않았는데 오늘 처음 트리트먼트 썼는데도 진짜 달라진 걸 느꼈어요. 꾸준히 계속 쓰면 더욱더 좋아지겠죠?,p
4536,가격도 저렴하고 양도 많고 엎드려 절이라도 하고 싶은 심정 앞으로도 계속 이 가격 에 죽 팔아 주실 거저?,p
4537,<span class='violet_text'>지인이인셀덤 화장품을 쓰는데 class='violet_text'>인셀덤 샴푸와 트리트먼트 새로 나왔는데 머리카락이 덜 빠지고 너무 좋다 하던데 정말 그런가요?,p
4538,모으다 3개월째 사용 중인데 정말 수챗구멍에 머리카락이 확 줄었어요. 너무 좋은데 혹시 대용량 사이즈 같은 건 출시 안 되나요?,p
4539,네 저희 제품을 사용하시고 좋은 효과를 보신다는 이야기가 저희에게 정말 큰 힘이 되고 있습니다.,p
4540,주문 확인했습니다. 예 그럼요.,p
4541,왜 이제야 구입했을까요?,p
4542,자꾸 생기니까 짜증 났는데 에센스 한 방이면 해결되네요?,p
4543,매일매일 빛이 나는 헤어케어. 우리 지금처럼 저희 바론과 함께 하시기를 바라며 앞으로도 바론 많은 관심과 사랑 부탁드려요.,p
4544,셀 룸 비비 크림과 함께 부드럽고 매끄러운 광채도 자기 메이크업이 된 것 같아 기쁩니다 앞으로도 피부가 숨 쉬는 건강한 피부 되었으면 좋겠고요.,p
4545,기 대 기대 또 가족들 몰려들어 뺏기나요?,p
4546,별로예요,n
4547,"8세 아이가 땀띠를 달고 사는데, 피부는 건조한 편인데 어떤 게 괜찮을까요?",n
4548,당일 머리 감아도 계속 가려운데 안 가려운 샴푸는 어떤 건가요?,n
4549,몇 년 전부터 타 사이트를 통해 섀도 사용 중인데 가루날림이나 크리스 현상도 없어서 좋은데 여행 갈 때 휴대하기 불편한 거 같아요 여러 색상을 가지고 다기에 팔레트 같은 건 안 나오나요?,n
4550,물론 첨 사용하느라 1 개는 뜯었고 이 반품을 어찌해야 하나 해서 여쭐 려는데 상담 시간은 5시까지 <span class='violet_text'>혹알러지 반응 없는 제품은 있을까요?,n
4551,물건이 안 왔는데 왜 배송 완료라고 떠요?,n
4552,탈색한 것도 아니고 염색만 했는데 머리카락 다 상했어요 에센스 바르면 좋아 지나요?,n
4553,비누랑 같이 사는 데 비누로 세안하고 이것만 바르니까 너무 건조해서 그런 지 5일짼데 여드름이 더욱 악화되던 이거 바르고 수분크림 발라도 괜찮을까요?,n
4554,이게 뭔가요?,n
4555,고객센터와 전화를 했는데 업체 측과 연락 후 연락을 주게 다 더니 며칠째 연락이 없네요. 계속 기다릴 수 없는 상황인데 이럴 거면 그냥 환불 처리해 줄 있나요?,n
4556,밑에 남긴 문의 글은 환불 빨리 진행해 달라는 글인데 확인 후 뭘 보내겠다는 말씀이세요?,n
4557,맞교환해주세 여 받은 거 다시 보내는지어 짜 알죠?,n
4558,"배송 중에 해당 파손 건으로 지체되었다던데, 일방적으로 소비자가 문의해야만 답변하고 그제서야 처리하는 시스템인 가요?",n
4559,환불해 주세요. 친구에게 선물도 했는데 이게 무슨 날벼락인가요?,n
4560,솔직히 취소 처리가 저에게 도움을 준 건 아니죠 시일이 걸리더라도 배송해줘야 하는 거 아닌가요?,n
4561,보내주신 것 중에 10개는 모두 상태 괜찮은데 스킨 한 개는 상단이 약간 깨졌고 하나는 상단에 실금이 가 있는데 두 개만 다시 보내주실 수 있나요?,n
4562,사은품 뷰러 조기 품절 반품 신청 취소할게요 그리고 품절됐으면 공지를 미리 해줘야지 그거 때문에 구입하려고 하는 사람 피해 보는 거 아니에요?,n
4563,피마자 오일 1L 한 개 살려고 하는데 왜 자꾸 옵션 선택하라고 뜨는 건가요?,n
4564,9월 29일 구매한 사람인데 택배 보내지도 않고 취소도 안 해주고 뭐 하시는 건가요?,n
4565,오늘 오전에 주문 넣었는데 아직 확인도 안 된 건가요?,n
4566,2019.04.1OSSU 9 위 글 보면 옵션 선택 안 해도 함께 배송된다 그래서 한 건데요?,n
4567,이런 식으로 소비자 농락하지 마세요. 꼭 살 때마다 캡처해야 하나요?,n
4568,7월 말에 구매했는데 아직까지 일 안 해요?,n
4569,품절 제품이면 판매 품목에서 제외 시 켰어야죠 결제까지 하게 해서 번거롭게 만드나요?,n
4570,주문 확인도 안 하십니까?,n
4571,뜯어진 투명 비닐 포장을 정성껏 둘러놓은 걸 보니 알고 한 거죠 고객이 모르면 그냥 넘어가려 거 아닙니까?,n
4572,이 고 주문해서 받았는데 샴푸 사은품으로 안주 시나요?,n
4573,20번 제품도 사은품이 누락되었던 데 이 제품 출고 시 같이 좀 받을 수 있을까요?,n
4574,오늘 방송을 놓쳤는데 아무리 그래도 오늘까진 열어놔야 하는 거 아닌가요?,n
4575,몇 달을 기다렸는데 11시 50분 방송은 너무 심한 거 아닌가요?,n
4576,죄송스럽게도 사은품 변경은 어려운 점 양해 부탁드려요.,n
4577,아니 장난치는 것도 어니고 무슨 계속 다음 주 입고한다고 문자만 지금 오고 주되면 또 입고 고 주하다가 한 몇 년 뒤에 입고되나요?,n
4578,아니 구매한 사람은 총 3명인데 왜 1번 할인하는 거는 판매가 종료된 거죠?,n
4579,<span class='violet_text'>비타민립 타투 틴트도 대체 언제 재입고되나요?,n
4580,아니 장사를 하실 생각이 있으신 건지요 쿠션 호수 재입고는 아예 의향이 없으세요?,n
4581,4월 1일 판매라 일시 품절이라 길래 1일이 되는 새벽 12시부터 확인해도 계속 품절이고 이 시간까지 품절이면 언제 판매를 한다는 건가요?,n
4582,헐 결제도 중 품절 재입고되나요?,n
4583,230미리 중순에 입고된다 했는데 아직 이네요?,n
4584,전부터 물건이 없으면 상세 설명에 고지를 해주시거나 주문자에게 입고 지연이라고 안내를 해주셔야 하는 거 아닌가요?,n
4585,상품평 보니 나 말고는 보낸 사람들 많은 거 같은데 난 테만 이러는 건가요?,n
4586,GC 001 화이트 컬러 언제 입고돼요?,n
4587,안타깝게도 현재 T310 입고 정확한 날짜를 알 수가 없네요.,n
4588,도대체 3월 초에 재입고된다던 21호는 입고가 되는 거 맞나요?,n
4589,현재 해당 상품 입고 계획이 잡히지 않았습니다.,n
4590,밀키 파우더 비누는 대체 언제쯤 입고가 되나요?,n
4591,답변이 하나도 없네요 블랙 언제 입고인가요?,n
4592,다른 사이트에선 다 팔던데 왜 품절 상품 여기는 안 들어와요?,n
4593,<span class='violet_text'>웜크림 재입고 언제 돼요?,n
4594,대체 언제 입고되나요?,n
4595,진짜 너무 화나고 슬픈 데이 제 다시 상품 올라오는 건 없는 건가요?,n
4596,쿨 크림 품절이던 데 언제 또 입고되나요?,n
4597,이거도 안 나갑니다.,n
4598,머리 감아야 하는데요 예?,n
4599,아니 오늘 오픈 지금 시간 0시 23분 그런데 구매는 1개인 상태 품절이 말이 되나요?,n
4600,다시 판매 안 하나요?,n
4601,패디 2는 재입고 계획이 없습니다.,n
4602,할 뭐죠 <span class='violet_text'>왠솔드아웃? 장 안 하시는 거 아니죠,n
4603,방송 언제 해요?,n
4604,방송 전에도 주문 못하고 오늘 3시간 뒤에도 못하니 때 주문하기 어려운 사람은 쓸 수 없는 제품인가요?,n
4605,저 날짜가 도래하기 전에 할인행사가 연장되었다는 내용을 고지해야 하는 게 맞는 거 아닌가요?,n
4606,21일 날 산 사람들은 뭐가 되나요?,n
4607,방송 온제 하나요?,n
4608,상품권 언제 받을 수 있나요?,n
4609,방송은 대체 언제 하는 건가요?,n
4610,진작에 종로 된 것을 아직까지도 올려놓으시면 어떡합니까?,n
4611,생방과 함께 진행한다 해서 알람 설정해서 보고 있었는데 뭐죠?,n
4612,6월 18일 건은 상품평 이벤트 사은품 안 되나 여? 그럼 글을 삭제하시지 그러 셨나요,n
4613,인퓨전 미스트 증정 화면에는 13일까지란 날짜 기재가 없는데 오늘 구입 시 안 되는 건가요?,n
4614,"만약에 제가 행사 일이 지나고 결제를 했다고 해면, 일 종료 후에도 대문짝만 하게 원 플러스 원이라고 적어놓고 판매를 하신 건가요?",n
4615,손에 짜서 한번 비비니 방송 끝? 장난하는 것도 아니고 쯧쯧,n
4616,아니임 박찬수가 재고인지 뭔지 설명도 없고 기한이면 사전 공지하던 가 허위 광고로 사기 치는 겁니까?,n
4617,광고효과 보려고 세일에 올리나 보네 8분도 안 돼서 판매 종료되다니?,n
4618,<span class='violet_text'>에라이썅 장난하냐?에 효,n
4619,교환 배송 요청했는데 언제 보내주나요?,n
4620,결제하려고 하니 쿠폰 적용해도 만 9천 원대가 뜨는 거죠?,n
4621,쿠폰이 왜 안 받아 지나요?,n
4622,25 프로 쿠폰이 안 먹는데요?,n
4623,세일가로 표기하고 구매 시에 가격이 추가되는 이유가 뭔가요 도대체?,n
4624,10퍼센트 할인 쿠폰이라고 해놓고 최대 100원 할인은 소비자 농락하는 거 아니에요?,n
4625,장바구니에 넣어놓고 주문하려 하는데 그 새 가격을 올리네요?,n
4626,세일 상품으로 표기되어 있는데 할인은 적용이 안 되는 듯하네요. 뭔가요?,n
4627,쿠폰 적용도 대체 어찌하는 건가요?,n
4628,40 프로 세일하면 뭐 합니까 온 가격을 이렇게 올려놓고 소비자를 바보로 압니까?,n
4629,스타 워커 50ML 가 면세점에서 쿠폰 쓰고 적립금 써도 4 - 5만 원대인데 2만 4천 원이라니 어떻게 이 가격이 나오죠?,n
4630,취소 후 재주문하면 할인쿠폰 받은 게 사라지는데요?,n
4631,새벽에는 2번 옵션에 쿠폰 적용하면 12000원대였던 것으로 기억하는데 왜 지금은 15000원대인 가요?,n
4632,"13번 구매하려고 했는데, 안내된 할인만큼 적용이 안 되던데 잘못된 거 아닌가요?",n
4633,와 3천 원 쿠폰 주고 배송비 2500원 무배다 어디로 사라졌나 3만 9000원 구매해도 받은 거배 송비로 다나 가네?,n
4634,피부가 민감해서 오래된 화장품 사용하면 트러블 나네요 그리고 택배사는 어디인가요?,n
4635,아니 무슨 이런 택배사가 다 있나요?,n
4636,급해서 시킨 건데 어제 못 오더라도 오늘은 올 줄 알았는데 택배 멈춰 있는 건 어떻게 해야 되나요?,n
